dt device_translation_speed_cmd device_rotation_speed_cmd 
0.100000000 2.021026611 -0.024472177
0.100000000 2.021026611 -0.024472177
0.100000000 2.021026611 -0.018422604
0.100000000 2.021026611 -0.018422604
0.100000000 2.020568848 -0.016165078
0.100000000 2.020568848 -0.016165078
0.100000000 2.020263672 -0.014494359
0.100000000 2.020263672 -0.014494359
0.100000000 1.943130493 -0.014910102
0.100000000 1.943130493 -0.014910102
0.100000000 2.014770508 -0.108861923
0.100000000 2.014770508 -0.108861923
0.100000000 1.997985840 -0.277647078
0.100000000 1.997985840 -0.277647078
0.100000000 1.995391846 -0.310372561
0.100000000 1.995391846 -0.310372561
0.100000000 2.008590698 -0.189489275
0.100000000 2.008590698 -0.189489275
0.100000000 1.939086914 -0.081568360
0.100000000 1.939086914 -0.081568360
0.100000000 2.018203735 -0.043408424
0.100000000 2.018203735 -0.043408424
0.100000000 2.018814087 -0.013782233
0.100000000 2.018814087 -0.013782233
0.100000000 2.019424438 0.002576411
0.100000000 2.019424438 0.002576411
0.100000000 2.018737793 0.007869750
0.100000000 2.018737793 0.007869750
0.100000000 2.018737793 0.007129163
0.100000000 2.018737793 0.007129163
0.100000000 2.018737793 0.013161004
0.100000000 2.018737793 0.013161004
0.100000000 1.998519897 -0.083363503
0.100000000 1.998519897 -0.083363503
0.100000000 1.935501099 -0.480516702
0.100000000 1.935501099 -0.480516702
0.100000000 1.848220825 -0.557271317
0.100000000 1.848220825 -0.557271317
0.100000000 1.903228760 -0.670660641
0.100000000 1.903228760 -0.670660641
0.100000000 1.941070557 -0.543855000
0.100000000 1.941070557 -0.543855000
0.100000000 1.987762451 -0.285362303
0.100000000 1.987762451 -0.285362303
0.100000000 2.008895874 -0.059642047
0.100000000 2.008895874 -0.059642047
0.100000000 2.016525269 0.017231777
0.100000000 2.016525269 0.017231777
0.100000000 2.019271851 -0.018780231
0.100000000 2.019271851 -0.018780231
0.100000000 2.019500732 -0.060268566
0.100000000 2.019500732 -0.060268566
0.100000000 2.020263672 -0.035315752
0.100000000 2.020263672 -0.035315752
0.100000000 2.020263672 0.008829162
0.100000000 2.020263672 0.008829162
0.100000000 2.019958496 0.043992847
0.100000000 2.019958496 0.043992847
0.100000000 2.018508911 0.084644556
0.100000000 2.018508911 0.084644556
0.100000000 2.016601562 0.122966170
0.100000000 2.016601562 0.122966170
0.100000000 2.014236450 0.158293545
0.100000000 2.014236450 0.158293545
0.100000000 2.015151978 0.127141401
0.100000000 2.015151978 0.127141401
0.100000000 2.014999390 -0.034110770
0.100000000 2.014999390 -0.034110770
0.100000000 1.881942749 -0.452802777
0.100000000 1.881942749 -0.452802777
0.100000000 1.758117676 -0.834182724
0.100000000 1.758117676 -0.834182724
0.100000000 1.861267090 -0.659393221
0.100000000 1.861267090 -0.659393221
0.100000000 1.887771606 -0.293302685
0.100000000 1.887771606 -0.293302685
0.100000000 1.995361328 0.004836917
0.100000000 1.995361328 0.004836917
